Grupo de documentos,Nome do documento,Ano,Conceito,Segmento,Cobertura %,Página,classification
RIHGB,rihgb1930t0108 ,1931, colonia,"colonização es-panhola do Prata com os da luso-brasileira; e, como ató   aqui nada se havia feito para uma determinação das fron-teiras. assim ambos podiam apresentar pretenção de posse;   todavia não se Iraclava disso. 
O ataque dos Paulistas visava exclusivamente aos je-suítas o aos seus pupiilos indios, ao passo que as colonias   lluramente espanholas não 1'ôram de todo molestadas, por   enquanto; os colonos espanhóes de seu lado, não menos que   os seus vizinhos brasileiros, cobiçando os escravos indios,   não fizeram também o menor gesto para proteger as mis-sões; mesmo secretamente talvez fizessem causa cominum   com os Paulistas. 
Portanto; não lemos uqtli ",0.0257598,610,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"em   peregrinação penosa <• demorada, para o Sul. ao proprio ter-rito rio das missões, entre os rios Paraná n Uruguai (Entre   Ilios), mi para Oíste, no Paraguai. 
A região no Alto Paraná, a antiga província espanhola   Guaira, ficou, portanto, completamente dosocoupada pidos   jesuítas espanhóes e os seus pupillos Indios; apenas duas   colonias exclusivamente espanholas alli ainda restavam. Ciu-dad Real de Guaira r Villa Rica; e agora também ellas en-traram em discórdia com os Paulistas. 
O motivo era frtra de dúvida. Já vimos que os habitantes   espanhóes de ambas as cidades haviam permanecido com-pletamente neutros; elles proprios. cobiçosos de escravos   índios, jamais haviam ",0.0264193,614,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"5S3 
do l'ruguni, e alii destruiram muitas missões, apenas fun-dada.-. de sorte que os superiores da obra da- missões ti-veram que pensar em preparar-se_ para siria resistencia:   elles abandonaram, um após o outro, os seus postos avan-çados. aconchegaram as suas colonias umas As outras,   muniram os seus noopbytos índios com armas de fogo; entilo   lhes foi possível, quando não sempre, todavia frequent e-rm nte, defender-se com successo contra os Brasileiros   ladrões de homens. Porém, com a guerra continua, mesmo   quando lhes coubesse sqmpre o suocesso. nada podiam lu-crar os missionários; elles ",0.023277,615,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"próximas as cidades de São Vicente e de Sane tos:   sámente São Paulo hesitou multo tempo e não deu conside-ração alguma ás ordens d« Salvador Corrêa; até, a darmos   oredito a uma tradição da provincia, chegou-se aqui a pensar   numa separação da mãe-patria, em doixar de fazer parte do   imperio colonial brasileiro. 
Parece quo aqui não se linha mais o sentimento de co-hosão nacional, e a população havia de facto, no que diz   respeito á nacionalidade, experimentado mais forte mixtura   do quo em qualquer urna das outras provincias suas ermãs:   por um lado, no princípio, haviam os casamento* mixtos in-troduzido forte ",0.0240141,617,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"V 
M í 
Imperio colonial espanhol do Praia, enquanto durou u união   dos dons reinos, observaram as incursões dos Paulistas com   certa indifference; e difícilm ente as ordeus benévolas do reí   i’lu'Iippe IV alterariam esse estado de cousas; agora, depois da   separação, as cousas mudaram; as aldeias de missões, por smi   posição, serviam ",0.0130351,626,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"mais perto, derrnnmu-se paru   nlli. especialmente para as “ minas geraes"". loria n torrente   Uns corredores lie matins. 
As Incursões e longiqtias caçarias ao bomem fôram se   tornando cada vez mais raras, desde o princípio do sé-culo .XVIII: e ficaram em paz <• em plena liberdade os lia-lillanles dos limite.- do imperio colonial espanhol do Perú >•   do Prata, assim romo os índios bravos o tribus convertidas   pelos josuitas espanhões <la baria rio Prata, que durante",0.0181948,627,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"preconcebida crença. 
Assim lambem no Brasil. A conta de Portugal desde   logo reservou para si o quinto de todos os metaes o pedras   preciosas que fOssetn achados, o por sua vez cedeu um dé-cimo dêsse quinto aos donatarios das capitanias brasileiras   (1534 : o iniprtz ¡inmediatamente ao primeiro govemador-geral do imperio colonial (1549 a especial obrigação de   procurar activamente minas. 
E os colonos compartilhavam inti iramente da snpposição   e das esperanças do governo; por toda parto, quando, nas sutis   caçadas ao homem, avançavam longe polo interior a dentro,   logo Iractavam de revolver a ferra á entu do mineraes pre-ciosos. e, ora daqui ",0.0252555,630,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"em liabas gerar.-, conseguiu-se   saber a direcção. assim como urnas noticias superfieiaes. e   resolveu o govôrno para alli despachar uma expedição ex-ploradora cujo commando confiou im coronel Agostinho Bar-iiallio Bezerra, da Bahia. Porém os preparativos iieiessaríos   exigiram grande demora: além disso. entre o rhefe nomeada   ila expedirão e diversas nucloridades coloniars, surgiram   rivalidades «Mire nttribuições. e. antes que essas se hou-vessem resolvido, surprebendeu a morte ao coronel Bezerra,   pelo que não se effoclueu a pretendida expedição. 
Então, um particular de fortuna, de São Paulo, tomou   a causa em mão, e elle ornou-se o verdadeiro pesquisador   e conquistador daquellr vasto planalto, que.",0.0276608,635,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"das Velhas; e, como Manuel   Borba '.tato correspondesse a essa condição (130), com o maior   contentamento das auctoridades, elle foí aínda recompensado   com a patente de tenente-general 1701). 
E allí, onde elle havia primeiro descoberto o ouro, nu   confluência do arroio SabarA-Bussú com o rio das Velhas,   surgiram então duns colonias, que dentro ern breve se fun-diram muna só; assim, nasceu a poveação de Sabarã, que.   Já no anno de 1711-12, era elevada n villa, mas só no   anno de 1843 recebia os foros de cidade. 
•lá desde muitos anuos, antea de serem as minas du   Sabará geralmento conhecidas, haviam sido ",0.0237813,639,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"579 
As distinoçães quo couberam a Carlos Pedroso, o aínda   mais o estabelecimento de uma fundic,Io real em Taubató,   onde então o ainda hoje passa a principal estrada de Sàó   Paulo para a bacia do rio Doce c do São Francisco, provam   a «randa importancia que o govfirno colonial attribute aos   novos descobrimentos, que realmente elle orla na existencia da   grando riqueza mineral; e essa crença, oslas osperanças em-polgaram celercs toda a população das provincias brasileiras   do Su). 
Sobretudo o espirito emprehendedor dos Paulistas tomou   com isso nôvo rumo; elles desistiam agora das suas caçadas   ao homem, nas longínquas ",0.024402,641,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"era pre-ciso resignar-se a comprar os escravos negros, mais caros,   que os negociantes do Rio de Janeiro até aqui traziam. 
Logo quo se exgottava a primeira lavra, seguiam os   garimpeiros adeante, afim do pesquisar nôvo sólo aurífero;   porém, nos sítios de jazidas especialmente ricas, transfor-mavam-se logo os seus acampamentos em colonias fixas, o   estas, com o correr do tempo, se fôram elevando a villas ou   cidades, de maior ou menor importancia. 
Assim, surgiu primeirumente, das lavras á margem do   rio do Carmo, uma povoação, que, a 8 de Abril do 1711, foi   elevada a villa real; a 23 de Abril do ",0.0234709,641,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"todos os frades, sem excepção, e   Indos os parires que não occupassem cargo de vigário, Riram   expulsos; egualmente repetidas vezes foi proliibitln a entrada   a negociantes e lavtjrneiros e outros laes: tudo medida de   fiscalização, para cuja severa execução teria sido necessária   uma colossal fórça de polícia, que o govórno colonial aqui   não podia manter. 
Também, por isso, não fóram nunca perfeltamente exe-cutadas; tanto depois, como antes, continuou o chamado con-trabando do ouro (a suida do ouro que não havia pago o",0.0204061,643,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"que   teria preferido occultar completamente da Europa a exis-tencia das riquezas mineraes do Brasil. 
isto, porém, não foi possível, nem se poude vedar aos   proprios subditos a emigração para a torra do ouro; porém,   no que dizia respeito ãs nações extrangeiras, estabeleceu-se   agora severo exclusivismo, qual até então a política colonial   porlugueza não conhecera. 
Desde o principio, embora sob muitas restricçôes, os   cxtrangoiros podiam visitar o Brasil, cstabeleoor-se alli; e   só em 1000, no tempo da dominação espanhola, haviam sido   nxpressamente excluidos; todavia, desde ltitO, haviam os reis   dn dynastia dn Bragança restabelecido o antigo costume, e.   mesmo, dado a alguns ",0.0266133,645,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"completa independencia o não consentisse   na vinda de mais ningueui para as lavras; depois, quando   todos sõ houvessem enriquecido bastante, de núvo se voltaria   li obediencia ú corúa, estipulando para Isso plena amnistía;   e, si esta fússe recusada, sempre serla fnoil fugir paru além   da- fronteiras, para o vizinho imperio colonial espanhol,   levando todos os thesouros. 
Além disso, rompia agora a discordia enlre a gente mais   moderada, os melhores elementos <ln população das minas;   Com insistencia aocusavam o dictador de haver dado prefe-rencia. na distribuição dos cargos, a Portugueses natos, pre-terindo injustamente os Brasileiros, e, assim, o predominante   ptirlido dos forasteiros ",0.0269625,651,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"que o Brasil   foi aberto ao commercio mundial, recebeu um número re-gular do immigrantes extrangeiros. mineiros alemães e   suecos, aos quaes deve os principio.» da indústria do ferro,   negociantes, operarios etc., das mais diversas nações; to-davia, todos elles fundiram-se isolados no meio da população   nacional. Por outro lado, quanto a colonias propriamente   dietas, fundações exclusivamente agrícolas de lingua extran-geira. até ao tempo mais recente, só existiam duas, de pe-quena importancia.",0.0193587,660,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"eapital, lhes concedeu terras de niatta virgem;   todavia, súmente as 17 fam ilias mais pobres se utili-zaram dísse favor; as restantes, que dispunham ainda de   alguns recursos, preferiram comprar letras roçados que so   offereciam nãu longe dalli, numa ex-missão do jesuítas, juncto   da aldeia do Ilapecirica. Assim surgiram as duas colonias   vizinhas, as duas colonias ermãs, alemãs, do Sancto Amaro o   Ilapecirica, nus quaes a primeira tem maioria de protes-tantes, na outra prevalecem os catholicos; as duas junctas   podem contar algumas centenas de almas o exploram já im-portante créação de gado, assim como a cultura do plantas   alimenticias; por outro lado,",0.025721,661,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"5 restavam sómenle vinte dalles, aos quaes se haviam   reunido, nesse interim, duas familias alemãs e uma das Illius   Canarias. Volveu então Vergueiro as suaa vistas para a Ale-manha, e os seus agentes conseguiram recrutar na Rhenania   100 homens, que chegaram em Junho de 1847 a Ibicaba e   restabeleceram a colonia de parceria.  Dalli se di   do Imperio ade   da viagem, ma 
>usas desfavoráveis; o govórno   Jehdedor as primeiras despesas   -fhç'v govèrno provincial con-",0.0181172,662,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"tudo parecia concertado para conservar os   parceristas na mais incondicional dependencia e ganhar á   sua custa o mais possível; e com effeito mullos driles,   como demonstravam as conta» que se tornaram conhecidas,   ficavam ainda mais profundamente enterrados nas dividas,   depois de muitos annos de serviço. Todavia, apesar do   tudo, na colonia Senndor Vergueiro parece haver sido em   geral rendoso o trabalho, e de quantos parceristas se despe-dissem sempre acudiam substitutos sem falta, de sorte que   a população foi crescendo de modo considerável; começada   com 426 almas, conta segundo os últimos relatórios (1850)   812. sendo 210 de lingua portuguesa, os mais Alemães ",0.026109,663,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"parceristas europeus, no proleta-riado alemão, uma compensação da falta dos negros. 
Não nos deve, pois, causar espanto, nem devemos levar   a mal, o haver este systems encontrado a approvação geral;   como já se disse, os governos do imperio e provincial conce-deram do hôa vontade ao inventor Verguoiro e á sua colonia   modèlo os mais sollicitos auxilios, e a aristrocacia de fa-zendeiros traclou de im itar o exemplo dado; por toda parte   fôram projectadas colonias de parceria, o surgiu pouco a   pouco um grande número deltas. 
Só a provincia de São Paulo conta, segundo os mais re-centes dados, 34 colonias, com 3.",0.0239365,664,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"603 
Afim de recrutar gente para todas essas fundações colo-niaes, numerosos agentes, que costumavam receber uma de-terminada quantia por cabeça de parcerista alistado, en-traram em actlvidade, sobretudo na Aleinnnlia, com incansável   diligencia, desde cérea de 1851 até 1853; eram infatigáveis   em elogios ao senador Vergueiro e & immigração por elle in.   ventada, a chamada “ iminigração regular”, que elles recom-mendavam particularmente como ",0.0172637,665,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"especialmente a prohibição de lodo conunércio a exercer   pelos parceristas. portanto o monopolio do fazendeiro; a   redacção do contracto era em termos tão geraes e vagos, que   deixava margem para as mais diversas interpretações;   tambero em breve chegavam ã Alemanha as mais tristes   notícias, as mais amargas queixas das differenles colonias. 
O zfilo pouoo hábil de agentes interesseiros ainda peorou   o estado de cousas; elles alistavam, sem encommenda al-gnmn, parceristas alemães, por meio de contractos, nos quaes   o nome do fazendeiro o do local ficavam em branco, o estes   contraotos eram offerecidos ã venda no Rio de Janeiro, pelos   jornaes, sem ",0.0254107,665,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"para tornarem-se os parceristas donos dr terras, Independentes: deverá o   fazendeiro ser obrigado no futuro a vender a seus parceristas,   que hajam concluido o prazo do serviço, pequenns porções de   terras, e, isto não podendo ser (?■. o proprio govêrno eflore-cerá A venda as dietas porções do terras na vizinhança da   colonia de parceria. 
Si tal lei chegará á realização, si poderá ser cumprida,   <5 o que não se sabe, e parece muito duvidoso; porém, de   todo modo, ella não removería todos os inconvenientes, e   dificilm ente reconciliaria a opinião pública na Alemanha   com o indigno systema. E' que as experiencias feitas ",0.0243244,666,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"jornaes (Maio de 1857) que as a u to ­  ridades tiveram que intervir cm duas dessas colonias, na   comarca do Ubatuba. provincia de São Paulo. Manifesta-mente a culpa aqui foi sobretudo do dono da fazenda; o go-vêrno tomou-lhe os seus parceristas alemães e suissos e os   transferiu para a recem-fundada colonia de Sancta Maria,",0.0126471,666,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"quasi totalidade, ainda á parte sudéste da provincia, onde   estavam as antigas cidades e villas de Mariana, Sabará.   Serro, Ouro-Preto e outras, em próxima vizinhança. Dalli   sc fôrnm adeantando entáo os pesquisadores de ouro e os   colonos, para todos os lados; assim surgiu, já em 1727, longe,   a Nordósle, a colonia de Minas Novas (Fañado, villa desde   1730. cidade em 18407 que, a princípio compreliendida, corn   toda a comarca adjacente, no govfirno geral da Bahia, final-mente, pido decreto de 10 de Maio do 1757, passou a pertencer   i provincia de Minas Geraes; pelo outro lado, no distante No-roíste, fóram descobertos o ",0.0243244,668,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"a raça   de índios de Goiaz, á qual deve n provincia o seu nome,   foi quasi que exterminada, ao passo que um não pequeno   número de outras tribus, om parte meio civilizadas e con-vertidas, em parte na prim itiva selvageria, subsistem ainda   e. ora amigaveis, ora hostis, mantêm com as colonias bra-sileiras relações de commércio de trocas. 
Goiaz obteve multo cedo uma organização independente;   constituido, havia apenas 20 annos. em comarca de São Paulo,   foi, por decreto real de 8 de Novembro de 1744 e 9 de Maio",0.0199794,690,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"do govérno. como   nas outros provincias, um presidente nomeado pela eorôa. as-sistido n principio por um Conselho Geral, porém desde 1835   por urna Camara Legislativa. 
★★★ 
Ao largo da fronteira oíste de São Paulo o Goiaz. li-mitada ao Norte pelo Alto Amazonas e Pará, a Oíste e Bul   pelos antigos Estados coloniaes espanhúes, e.\tende-se a úl-tima e maior provincia do Brasil, Mai to Grosso, compre-hendendo cércn de 60.008 leguas quadrados de úrea. O nome   Multo Grosso define já dé certo niodo a feição preponderante   da região; todavia, essa feição ó só parcial, pois ó claro que. na   enormidade da sua ",0.0235485,693,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"o« ríos Xingú. Tapajós   e Madeira. 
Todo esse territorio ató agora está explorado e co-nhecido súmente nos seus contornos geraes, e, em grande   parte, ê ainda um Estado livro para as tribus selvagens d<   Indios, ao passo que a colonização brasileira se lim ita a al-guns ponctos espaçados, a algumas colonias agrícolas ou   poslos militares: o total da população, dicta civilizada, consta   apenas do 80.000 almas, segundo outras noticias aínda me-nos. na maioria de mestiços, nos quaes o sangue dos negros   predomina sempre mais «Obre o dos brancos e dos Indios. 
Os principios histéricos da provincia de Matto Grosso   têm ",0.0240916,693,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"alguns de seus caciques;   mesmo pido contrário, o govérno brasileiro até hoje tem tido   repetidamente que combater contra os indígenas, na região   das nascentes do Paraguai. 
Voltemos, porém, a Cuiabá. Por esse mesmo mencio-nado itinerário derramou-se, de 1721 em deante, uma cor-rente humana contínua de São Paulo para Cuiabá; a colonia   ficou mais poderosa, cresceu a exploração das bateias; po-rém as condições interiores peoraram, pois, desde que o cres-cimento da população déra o sentimento de mais segurança   contra os inimigos, cessou a antiga concordia. 
Ao que parece, aqui lambem, como em Minas Geraes. se   estabeleceu a rivalidade entre Paulistas e forasteiros,",0.026109,695,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"atriuencia de povo, que   aqui, nas selvas remotas, irrompeu o fome, e, antes que de   Cuiabá chegassem os vivares, muitos morreram literalmente   do fome. 
Fundou-se então ás margens do rio Guapore, no meio   de contendas interiores e, ao mesmo tempo, de guerra con-tra tribus de índios inimigos, uma sério de colonias, entre   as quaes uma em breve obteve a supremacia; por causa de   sua bella situação, teve, a principio, o nome de Pouso Ale-gre. depois de Villa Bella (19 de Março de 1752), nome que.   desde 17 de Seplembro de 1818, mudou para cidade de Matto   Grosso; desde princípio, era tida ",0.0230054,696,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"serem tão demoradas e penosas as relações   oommerclaes. via Cuiabá, com São Paulo, paréceu-lhes dese-jável entabolar um commércio de permutas com ns vizinhas   missões espanholas, o qual podia servir de auxilio mutuo: e.   para esse fim. já nos annos seguintes, diversas expedições se-guirnm pelo rio Guaporé abaixo. 
Todavia, o govèrno colonial espanhol em Saneia Cruz de   la Sierra (Bolivia) se oppoz a essas tentativas; logo a prin-cipio, reprehendeu os Jesuilas pela acolhida amigavel que   ellos haviam proporcionado aos primeiros visitantes bra-sileiros c, quando agora continuavam a vir, as suas descon-fianças cresceram ainda mais; no espirito antiquado da po-lítica colonial exclusivista, todas ",0.0271564,697,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"capitania geral (provincia) de Matto Grosso. A   auctoridadu superior eccleslasticn estabeleceu sua séde. desde   o principio, na cidade do Cuiabá; pelo contrário, o logar-tenente do rei deu a preferencia 4 cidade de Matto Grosso   Villa Bella), situada mais a Oíste, provavelmente por estar   allí mais pecio das fronteiras do imperio colonial espanhol;   sámente no anno de 1820, trasladou-se o govérno provincial   civil para Cuiabá, a qual. desde então, reuniu em si todos os   atlributos de urna capital de provincia. 
Da história da provincia de Matto Grosso, nestes ú lti-mos cem annos, pouco ha para relatar. Mencionamos sá-menle que. sobretudo quando as ",0.0254107,698,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"o   forte do Príncipe da Beira, a princípio construido no sitio   de uma missão espanhola abandonada, á margem do Guaporõ.   em 1760, reconstruida em 1776. e, ao Sul. contia o forte de   Nova Coimbra, fundado em 1775, á margem do Para-guai. Porém, aqui, nas extremas fronteiras de ambos   os imperios coloniaes, se dispunha, de ambos os lados, tanto   para ataque como para defesa, sámente de mui escassos re-cursos; e si se conseguia, uma vez ou outra, alguni pequeno   successo. não era tomado em consideração nas negociações de   paz. não tinha effeito durável. Mais importantes fõram os   acontecimentos do anno de 1825:",0.0238589,699,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"640 
TABOA IV 
Relação das colonias extrangelrns fundadas no Brasil,   de 1812 a 1855 
N. 8 . —As Indicadas com asterisco são Inteiramente ou em parte alemis   (sulssas Inclusive.) 
SYSTBMA  DE ACQUISIÇÃO   DA TilRRA 
NOME, ANNO E FUNDADOR POPULAÇÃO 
1 — Provincia do Alto Amazonas 
1 — Mu mi, 1854. da Companhia de Nave   KaçAo a Vapor do Amazonas ",0.0133455,708,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"Purtugn X :S.................................. 82 habitan t s. 
Id e m .................... 'A — * Tapera, 18 5, d.- F. A. Son».. 
k'u ir z ....................................... 47 habitante*. 
Id e m .................... 73 — * Florence, 185$, de HtreuLs Fl 
37 habitantes. 
K> • Tape -a, 1855. de .Maria innocencia 
da Sousa. . . . . . . . . 44 habitant j i. 
Idem . . . Í7 - • Colonia Sulsta, 1855. de Fl riant 
d : Ciunarg Pciteado . . . 32 habitantes. 
id e m .................... 18 - • Velha, 1855. de J. de Castro. . . 170 habitantes. 
Idem . . . . 7Ü - « Getuba, 1855. de M. J Vi ira Ma 
c e d o ....................................... 32 habitantes. 
Id e m ................... Bj — • Nova Germania, «855. de Karl 
K r ilg ",0.0284755,712,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"24 de Janeiro de 1500), repar-tido exclusivamente entre as duas nações da peninsula ibé-rica: ao passo que a Portugal coube o Brasil, ficava a Es-panha com todo o resto da America do Sul, isto é, a porção   muito maior; em tôrno de todo o Brasil creou-se um cordão   de Estados coloniaes espanlióes; ao Sul e ao Sudoóste os Es-tados do Prata (vice-reino de Buenos Aires), a Oéstc os   Estados do Perú (vice-reino de Lima) e a Xoroéste os Es-tados da Colombia (vice-reino de Sancta Fé de Bogotá).   Súmente a região do Norte do Brasil, isto é, a Guiana, não   foi possessão ",0.0219967,713,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"dos-c-ulpado o permlttirmo-nofi inserir aqui duns palavras a reepclto. 
A 11» de Junho de 1669. encarregou Friedrich Casimir. conde du   Hanau. Bhelneck e Zweibrueck, etc., no dr. H . Becher do negociar   com a Companhia Hallandeza dns índias Ocahlcntaes ttúbrc a cessão   do it in territorio pura o estabelecimento <le uniu colonia alem ã:   a proposta foi bem acolhida, tanto mais porque a Companhia jft. es-tava entilo nos transes fitiaes; c a directoría dn associação em   Amsterdam (18 de Julho de 1669) passou um documento de donçãu,   que foi ratificada pelos Estudos Gomes, om Haya, a 24 de Julho,   c pelo conde ",0.0237813,714,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"essa douç&o. era   cedido no condo um trecho de terra no Guiana, com trintn leguas de   extensão de costa e cem leguas pelo interior a dentro, trecho que   elle a seu gõsto podJa escolher entre o Oronoco c o Amazonas; to-davia, distante no mínimo seis leguas holiandczas das outras co-lonias estabelecidas com o consentimento da Cornpanhin; o territorio   era cedido a elle e u seu erniAo, cuino feudo hereditario, com plena   soberania territorial © somonte com n condição do laser o pagamento   de cinco mil libras de assucar (100 ducados) em toda mudança de   herdeiro, do GOO libras de nimucar (10 ",0.0230442,714,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"pela posse do terri-torio sem dono, e, finalmente, conseguiram os Francezes   estabeleccr-se na porção mais próxima das fronteiras brasi-nopolios, etc. ; pagar um imposto geral de 12 % % annuaes súbro   a renda, contribuição da qur.l cabiam A Companhia 5 %, no conde   S. nos sub-fcudatnrioa 2 %, Finalmente, promettia a Companhia   defender a colonia no m ar; em térra, devla ella faxe-lo por si   mesmn, e o que pudesse conquistar conservarla para o scu provvlLo. 
A rnzAo d&a*e cmprohnndlmcnto era declaradamente “collocar   em boa posição o paix c o poro, om particular o condado do Ha-nau. pagar a sua divida pública, aceumulnda ",0.0243244,715,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"651 
leiras: na ilha de Caienna fundaram uma colonia (1664), a   princípio pertencente a uma Companhia de Coinmõrcio p ri-vilegiada, a Companhia das Indias Occidentaes Francczas, Já,   lí) annos dopois, sob o dominio immediate da corda de   França (1674). 
Entre Caienna e a colonia brasileira mais septentrional,   no cabo Norte, ainda existia, sem dúvida, uma grande distan-cia, e entro ",0.0148972,716,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"em-bora: e longe, no interior do valle do Amazonas, os missioná-rios portuguezes encontravam-se com Francezes, que alli ne-gociavam com os selvagens para a compra de escravos indios;   de sorte que o então capitão-general do Pará. Gomes Freire   de Andrada (1685-1687). julgou de necessidade fazer, por isso,   reclamações júnelo ao govürno colonial de Caienna. Num do-cumento official, elle declarou “ que o territorio da foz, em   ambas as margens, do rio Amazonas pertencia exclusivamente   ao dominio portugués, a navegação do rio só era permiltlda   á bandeira portiigueza o era prohibida aos Francezes""; o o   gabinete de Lisbôa não só npprovou completamente essa de-claração.",0.0261866,716,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"real de Bragança se viu forçada a fugir de Lisboa,   transmigrando para o Brasil 27 de Novembro de 1807); com   isso abandonava á França, como perdido, o seu paiz heredi-tario europeu; porém, em compensação, se indemnizou na   America do Sul. 
Uma esquadra anglo-lusitana unida fez-se de vela para   atacar a colonia franceza vizinha; depois de curta resistencia,   capitulou a capital, Caienna (12 de Janoiro de 1809), e sub-metteu-so inteiramente então a Guiana Franceza aos vence-dores, que a incorporaram provisoriamente ao imperio bra-sileiro (146). Súmente na acta do Congresso de Vienna (9 do 
<UC) Km m u P om Joño V I ",0.0240916,718,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"de hoje. Contudo, dada a imperfeição dos conhecimentos   geographicos e astronómicos de então, não se soube deter-minar tão estrictamente a linha divisoria; nem ninguém   se deu no trabalho nesse sentido: assim n divisão ficou, du-rante todo o século XVI, e ainda mais tempo, sem importancia   práctica alguma. 
Ainda ficavam as colonias de ambas as partes separados   por vastas distancias; os 1‘ortuguezes limitavam-se á costa   atlántica, desde Belém (Pará) até Paranaguá (Paraná ; os   Espanhóis ás costas do mar das Caraibas, do Oceano Paci-fico, e na costa atlántica á margem sul do estuario do Prata,   onde fundaram a cidade de Buenos Aires.",0.0249063,720,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"co-lonizado brasileira. E então, no decorrer dos seguintes de-cennios, esta espalhou com vertiginosa rapidez os seus ba-tedores nas selvas do interior ainda sem dono; partindo de   São Paulo, penetrou em Ooiaz e Matto Grosso; do Pará   seguiu pelo curso do Amazonas; o, si bem que ainda não   começassem a lli colonias em regra, sempre deixavam por   toda parte, atrás de si, nas suas expedições, vestigios de   tomada de posse brasileira. 
Equal progresso se fez notar no longo da costa do Atlân-tico, no Sul; cérea do anno 1054 ou 1656, foi fundada no ex-tremo Sul da actual provincia de Saneia Catharina a ",0.0233933,721,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"esse fim lhe fôram entregues, para accom-panha-!o, soldados e colonos de Portugal, a no Rio de Janeiro,   onde tomou posse de seu cargo a 9 de Maio do 1679, maip   outros colonos se alistaram; de sorte que, em Outubro do   mesmo anno, a esquadra destinada á fundação da nova   colonia fez-se de vela do porto do Rio de Janeiro. 
Depois de alguma demora, ella alcançou, a I"" de Janeiro   de 1680, a foz do Prata; o capitão-general Manuel Lobo, que   estava elle proprio a bordo, escolheu para o sitio de sua co-lonia um trecho de terreno rio acima, num porto ",0.021376,722,Sem violência
RIHGB,rihgb1930t0108 ,1931, colonia,"São Gabriel, e construiu alli uma li-geira fortificação, sob cuja protecção os colonos se estabe-leceram; assim surgiu a “Nova Colonia do Sacramento”,   actual cidadezinba do Sacramento, ã margem norte da foz   do rio da Prata. Logo quo chegou aos ouvidos do governador   espanhol dc Buenos Aires a noticia dessa fundação colonial   dos Portugueses (e, devido ú proximidade, naturalmente não   podia ficar ignorada muito tempo), considerou elle de seu   dever oppor-se a essa usurpação de territorio; numa grande   extensão em redor, elle chamou ás armas as milícias do paiz   c os índios alijados, e, á frente de fôrças militares superio-res de muito,",0.0249839,722,Com violência
RIHGB,rihgb1930t0108 ,1931, colonia,"espíritos em Portugal com uma concessão   provisoria: o territorio em litigio, ou neutro, ao Norte da   emboccadura do rio da Prata, devia dalii em dennte ser con-siderado livre, como antes, por ambas as nações, até que, em   futuro accôrdo ou arbitramento, se julgasse sôbre essa posse:   em compensação, seria a Colonia do Sacramento ¡inmediata-mente restituida á corõa de Portugal o até u lterior solução   ficaria nas suas mãos. E assim aconteceu; já no anno se-guinte, por effeito, de um decreto real de 24 do Fevereiro   de 1682, restabeleceu Francisco Naper de Aleneastro a des-truída Colonia do Sacramento, que dahi em deante ",0.0243244,723,Sem violência
